---, 0, 0, 1f:0e:12:df:e4:32, , -93, 
19/07/2026 17:47:24, -15826394, -47987115, 35:e0:e4:5f:91:9a, , -98, 
19/07/2026 17:47:24, -15826394, -47987115, 0f:ab:06:fe:26:8c, , -96, 
19/07/2026 17:47:26, -15826393, -47987120, df:49:a5:ca:b4:4f, , -96, 
19/07/2026 17:47:27, -15826393, -47987122, 03:a4:b8:6f:cd:34, , -103, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -82, 
---, 0, 0, 03:a4:b8:6f:cd:34, , -103, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -69, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 17:48:00, -15826388, -47987154, 50:68:a9:54:f0:3c, , -88, 11
19/07/2026 17:48:00, -15826388, -47987154, fe:7d:20:b1:25:21, , -93, 
19/07/2026 17:48:00, -15826388, -47987154, df:49:a5:ca:b4:4f, , -99, 
19/07/2026 17:48:00, -15826388, -47987154, 56:48:3a:ca:d7:51, , -90, 12
19/07/2026 17:48:03, -15826385, -47987156, cd:7a:06:e7:0d:f7, , -87, 
19/07/2026 17:48:04, -15826385, -47987158, 3d:5a:67:d7:29:51, , -98, 
19/07/2026 17:48:10, -15826384, -47987165, 0f:ab:06:fe:26:8c, , -99, 
19/07/2026 17:48:11, -15826384, -47987162, 43:65:bb:23:55:49, , -99, 
19/07/2026 17:48:22, -15826380, -47987141, 76:fa:72:72:09:48, , -100, 8
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -77, 
---, 0, 0, df:49:a5:ca:b4:4f, , -85, 
---, 0, 0, fe:7d:20:b1:25:21, , -96, 
---, 0, 0, 50:68:a9:54:f0:3c, , -90, 11
19/07/2026 17:59:06, -15826419, -47987145, cd:7a:06:e7:0d:f7, , -97, 
19/07/2026 17:59:06, -15826419, -47987145, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 17:59:06, -15826419, -47987145, 20:39:28:52:71:27, , -96, 
19/07/2026 17:59:08, -15826418, -47987144, 17:2d:6f:c3:5c:79, , -97, 
19/07/2026 17:59:09, -15826413, -47987145, 34:c5:a6:02:4a:dc, , -93, 
19/07/2026 17:59:09, -15826413, -47987145, 29:8f:71:d8:5f:5a, , -92, 
19/07/2026 17:59:27, -15826357, -47987171, 56:48:3a:ca:d7:51, , -85, 12
19/07/2026 17:59:34, -15826346, -47987167, 65:98:d6:b3:1e:15, , -101, 12
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -82, 
---, 0, 0, 17:2d:6f:c3:5c:79, , -101, 
---, 0, 0, 29:8f:71:d8:5f:5a, , -87, 
---, 0, 0, 50:68:a9:54:f0:3c, , -91, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -83, 
---, 0, 0, 20:39:28:52:71:27, , -94, 
---, 0, 0, cd:7a:06:e7:0d:f7, , -91, 
19/07/2026 17:59:44, -15826331, -47987162, 34:c5:a6:02:4a:dc, , -84, 
19/07/2026 17:59:44, -15826331, -47987162, df:49:a5:ca:b4:4f, , -85, 
19/07/2026 17:59:44, -15826331, -47987162, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 17:59:45, -15826330, -47987160, fe:7d:20:b1:25:21, , -91, 
19/07/2026 17:59:49, -15826317, -47987158, 56:48:3a:ca:d7:51, , -90, 12
19/07/2026 17:59:59, -15826331, -47987144, ef:d6:e9:45:be:57, , -89, 
19/07/2026 18:00:00, -15826331, -47987144, 65:98:d6:b3:1e:15, , -99, 12
19/07/2026 18:00:06, -15826334, -47987154, f8:5a:86:26:f5:35, , -97, 
---, 0, 0, 56:48:3a:ca:d7:51, , -88, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 20:39:28:52:71:27, , -96, 
---, 0, 0, 50:68:a9:54:f0:3c, , -89, 11
---, 0, 0, 34:c5:a6:02:4a:dc, , -87, 
---, 0, 0, 29:8f:71:d8:5f:5a, , -86, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -82, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
---, 0, 0, 65:98:d6:b3:1e:15, , -97, 12
---, 0, 0, ef:d6:e9:45:be:57, , -87, 
19/07/2026 18:00:29, -15826396, -47987120, fe:7d:20:b1:25:21, , -93, 
19/07/2026 18:00:30, -15826396, -47987120, f8:5a:86:26:f5:35, , -95, 
19/07/2026 18:00:32, -15826391, -47987119, 17:2d:6f:c3:5c:79, , -98, 
19/07/2026 18:00:40, -15826396, -47987131, eb:53:5c:51:1e:7c, , -103, 
19/07/2026 18:00:49, -15826405, -47987152, d4:b8:a3:d2:f1:7c, , -94, 
---, 0, 0, 56:48:3a:ca:d7:51, , -86, 12
---, 0, 0, 20:39:28:52:71:27, , -95, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
---, 0, 0, d4:b8:a3:d2:f1:7c, , -91, 
---, 0, 0, 34:c5:a6:02:4a:dc, , -91, 
---, 0, 0, 29:8f:71:d8:5f:5a, , -90, 
---, 0, 0, ef:d6:e9:45:be:57, , -86, 
---, 0, 0, 50:68:a9:54:f0:3c, , -88, 11
---, 0, 0, 65:98:d6:b3:1e:15, , -97, 12
19/07/2026 18:01:06, -15826410, -47987142, f8:5a:86:26:f5:35, , -91, 
19/07/2026 18:01:06, -15826410, -47987142, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 18:01:07, -15826408, -47987145, 17:2d:6f:c3:5c:79, , -98, 
19/07/2026 18:01:32, -15826394, -47987145, eb:53:5c:51:1e:7c, , -99, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 20:39:28:52:71:27, , -95, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -95, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:02:29, -15826382, -47987159, 56:48:3a:ca:d7:51, , -90, 12
19/07/2026 18:02:29, -15826382, -47987159, 34:c5:a6:02:4a:dc, , -99, 
19/07/2026 18:02:30, -15826384, -47987159, 29:8f:71:d8:5f:5a, , -82, 
19/07/2026 18:02:31, -15826385, -47987162, ef:d6:e9:45:be:57, , -91, 
19/07/2026 18:02:31, -15826385, -47987162, d4:b8:a3:d2:f1:7c, , -94, 
19/07/2026 18:02:31, -15826385, -47987162, f8:5a:86:26:f5:35, , -93, 
19/07/2026 18:02:35, -15826387, -47987167, 65:98:d6:b3:1e:15, , -97, 12
19/07/2026 18:02:52, -15826399, -47987144, eb:53:5c:51:1e:7c, , -97, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -80, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -73, 
---, 0, 0, 34:c5:a6:02:4a:dc, , -93, 
---, 0, 0, 29:8f:71:d8:5f:5a, , -93, 
---, 0, 0, 17:2d:6f:c3:5c:79, , -99, 
---, 0, 0, 56:48:3a:ca:d7:51, , -86, 12
---, 0, 0, ef:d6:e9:45:be:57, , -91, 
19/07/2026 18:03:07, -15826398, -47987114, 66:f4:6e:c0:f6:f6, , -94, 11
19/07/2026 18:03:09, -15826398, -47987114, d4:b8:a3:d2:f1:7c, , -91, 
19/07/2026 18:03:09, -15826398, -47987114, 1b:30:e2:e9:a7:60, , -93, 
19/07/2026 18:03:10, -15826399, -47987114, 00:ed:b1---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, 20:39:28:52:71:27, , -96, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 22:cd:51:47:7f:47, , -90, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -88, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -91, 11
---, 0, 0, 17:2d:6f:c3:5c:79, , -95, 
---, 0, 0, ef:d6:e9:45:be:57, , -88, 
19/07/2026 18:03:45, -15826395, -47987135, 56:48:3a:ca:d7:51, , -90, 12
19/07/2026 18:03:45, -15826395, -47987135, f8:5a:86:26:f5:35, , -89, 
19/07/2026 18:03:46, -15826395, -47987133, d4:b8:a3:d2:f1:7c, , -99, 
---, 0, 0, 22:cd:51:47:7f:47, , -88, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -87, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -81, 
---, 0, 0, 20:39:28:52:71:27, , -96, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -91, 11
---, 0, 0, 56:48:3a:ca:d7:51, , -87, 12
19/07/2026 18:04:24, -15826372, -47987163, 17:2d:6f:c3:5c:79, , -102, 
19/07/2026 18:04:24, -15826372, -47987163, f8:5a:86:26:f5:35, , -92, 
19/07/2026 18:04:25, -15826371, -47987167, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:04:25, -15826371, -47987167, d4:b8:a3:d2:f1:7c, , -93, 
19/07/2026 18:04:27, -15826371, -47987166, ef:d6:e9:45:be:57, , -95, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, 22:cd:51:47:7f:47, , -90, 
---, 0, 0, 56:48:3a:ca:d7:51, , -87, 12
---, 0, 0, d4:b8:a3:d2:f1:7c, , -93, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -86, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -93, 11
19/07/2026 18:05:02, -15826371, -47987164, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -69, 
19/07/2026 18:05:02, -15826371, -47987164, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
19/07/2026 18:05:02, -15826371, -47987164, f8:5a:86:26:f5:35, , -94, 
19/07/2026 18:05:02, -15826371, -47987164, 20:39:28:52:71:27, , -100, 
19/07/2026 18:05:07, -15826365, -47987155, ef:d6:e9:45:be:57, , -88, 
19/07/2026 18:05:09, -15826366, -47987152, 17:2d:6f:c3:5c:79, , -98, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
---, 0, 0, 22:cd:51:47:7f:47, , -93, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -92, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 56:48:3a:ca:d7:51, , -87, 12
---, 0, 0, ef:d6:e9:45:be:57, , -86, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -90, 11
---, 0, 0, 20:39:28:52:71:27, , -95, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 18:05:40, -15826371, -47987166, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:05:42, -15826371, -47987176, f8:5a:86:26:f5:35, , -85, 
19/07/2026 18:05:51, -15826368, -47987190, 0f:07:03:6b:9a:4e, , -100, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -81, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
---, 0, 0, 72:fe:81:8a:63:a5, , -90, 12
---, 0, 0, 22:cd:51:47:7f:47, , -90, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -87, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -86, 
19/07/2026 18:06:19, -15826379, -47987153, f8:5a:86:26:f5:35, , -98, 
19/07/2026 18:06:20, -15826379, -47987152, 66:f4:6e:c0:f6:f6, , -96, 11
19/07/2026 18:06:22, -15826382, -47987144, ef:d6:e9:45:be:57, , -90, 
19/07/2026 18:06:22, -15826382, -47987144, d4:b8:a3:d2:f1:7c, , -94, 
19/07/2026 18:06:31, -15826381, -47987123, 0f:07:03:6b:9a:4e, , -98, 
19/07/2026 18:06:32, -15826380, -47987124, 4d:5c:5f:bb:d9:74, , -98, 12
19/07/2026 18:06:36, -15826381, -47987131, 65:98:d6:b3:1e:15, , -95, 12
19/07/2026 18:06:37, -15826381, -47987131, eb:53:5c:51:1e:7c, , -102, 
---, 0, 0, 72:fe:81:8a:63:a5, , -90, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -82, 
---, 0, 0, 22:cd:51:47:7f:47, , -89, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -87, 
---, 0, 0, ef:d6:e9:45:be:57, , -91, 
---, 0, 0, d4:b8:a3:d2:f1:7c, , -94, 
19/07/2026 18:06:57, -15826392, -47987135, 0f:07:03:6b:9a:4e, , -97, 
19/07/2026 18:06:57, -15826392, -47987135, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
19/07/2026 18:06:58, -15826390, -47987130, 66:f4:6e:c0:f6:f6, , -85, 11
19/07/2026 18:06:58, -15826390, -47987130, f8:5a:86:26:f5:35, , -90, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -84, 
---, 0, 0, 22:cd:51:47:7f:47, , -90, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -92, 
---, 0, 0, 72:fe:81:8a:63:a5, , -86, 12
---, 0, 0, d4:b8:a3:d2:f1:7c, , -90, 
---, 0, 0, f8:5a:86:26:f5:35, , -90, 
---, 0, 0, eb:53:5c:51:1e:7c, , -98, 
19/07/2026 18:07:41, -15826397, -47987136, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
19/07/2026 18:07:41, -15826397, -47987136, 66:f4:6e:c0:f6:f6, , -90, 11
19/07/2026 18:07:44, -15826397, -47987116, 0f:07:03:6b:9a:4e, , -100, 
19/07/2026 18:07:45, -15826398, -47987115, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
19/07/2026 18:07:46, -15826398, -47987112, ef:d6:e9:45:be:57, , -86, 
19/07/2026 18:07:57, -15826391, -47987124, 17:2d:6f:c3:5c:79, , -99, 
---, 0, 0, ef:d6:e9:45:be:57, , -95, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -78, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -96, 11
---, 0, 0, 22:cd:51:47:7f:47, , -93, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -92, 
---, 0, 0, f8:5a:86:26:f5:35, , -88, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -79, 
19/07/2026 18:08:20, -15826421, -47987116, 0f:07:03:6b:9a:4e, , -95, 
19/07/2026 18:08:20, -15826421, -47987116, 72:fe:81:8a:63:a5, , -85, 12
19/07/2026 18:08:22, -15826419, -47987114, 17:2d:6f:c3:5c:79, , -98, 
19/07/2026 18:08:23, -15826419, -47987112, d4:b8:a3:d2:f1:7c, , -96, 
19/07/2026 18:08:34, -15826415, -47987128, 55:60:fe:e7:23:b7, , -99, 
19/07/2026 18:08:41, -15826412, -47987122, 21:4a:53:57:a0:28, , -101, 
---, 0, 0, d4:b8:a3:d2:f1:7c, , -94, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -91, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -87, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
---, 0, 0, f8:5a:86:26:f5:35, , -92, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
---, 0, 0, 0f:07:03:6b:9a:4e, , -99, 
19/07/2026 18:08:58, -15826399, -47987110, 22:cd:51:47:7f:47, , -90, 
19/07/2026 18:08:58, -15826399, -47987110, 21:4a:53:57:a0:28, , -99, 
19/07/2026 18:09:00, -15826402, -47987119, ef:d6:e9:45:be:57, , -89, 
19/07/2026 18:09:13, -15826389, -47987122, 2d:1a:37:06:cb:d8, , -103, 
19/07/2026 18:09:14, -15826389, -47987114, 2b:6b:fa:30:07:a0, , -93, 
19/07/2026 18:09:14, -15826389, -47987114, 4e:ec:32:41:21:02, , -90, 11
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -79, 
---, 0, 0, 0f:07:03:6b:9a:4e, , -97, 
---, 0, 0, 21:4a:53:57:a0:28, , -102, 
---, 0, 0, d4:b8:a3:d2:f1:7c, , -96, 
---, 0, 0, 22:cd:51:47:7f:47, , -83, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -83, 
---, 0, 0, f8:5a:86:26:f5:35, , -92, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -81, 
19/07/2026 18:09:36, -15826402, -47987137, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 18:09:36, -15826402, -47987137, ef:d6:e9:45:be:57, , -91, 
19/07/2026 18:09:37, -15826406, -47987142, 66:f4:6e:c0:f6:f6, , -93, 11
19/07/2026 18:09:49, -15826411, -47987215, 72:fe:81:8a:63:a5, , -94, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 22:cd:51:47:7f:47, , -85, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -86, 
---, 0, 0, 0f:07:03:6b:9a:4e, , -88, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
---, 0, 0, 21:4a:53:57:a0:28, , -99, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:10:15, -15826419, -47987226, 72:fe:81:8a:63:a5, , -97, 12
19/07/2026 18:10:15, -15826419, -47987226, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:10:15, -15826419, -47987226, f8:5a:86:26:f5:35, , -90, 
19/07/2026 18:10:16, -15826415, -47987223, 66:f4:6e:c0:f6:f6, , -88, 11
19/07/2026 18:10:18, -15826410, -47987216, ef:d6:e9:45:be:57, , -89, 
---, 0, 0, 72:fe:81:8a:63:a5, , -93, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 0f:07:03:6b:9a:4e, , -83, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
---, 0, 0, 22:cd:51:47:7f:47, , -90, 
---, 0, 0, 03:5c:d8:10:dc:ff, , -92, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -92, 11
19/07/2026 18:10:53, -15826375, -47987178, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
19/07/2026 18:10:53, -15826375, -47987178, f8:5a:86:26:f5:35, , -87, 
19/07/2026 18:10:54, -15826374, -47987175, ef:d6:e9:45:be:57, , -94, 
19/07/2026 18:10:57, -15826375, -47987168, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:10:59, -15826375, -47987165, 3f:93:53:a3:55:20, , -87, 
19/07/2026 18:11:14, -15826377, -47987206, 2e:dd:a1:3b:b8:aa, , -94, 
19/07/2026 18:11:16, -15826379, -47987204, 62:45:d6:0c:83:bf, , -96, 
19/07/2026 18:11:17, -15826379, -47987201, 2d:c4:80:c3:d4:0f, , -84, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -93, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 3f:93:53:a3:55:20, , -93, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -99, 
---, 0, 0, 2d:c4:80:c3:d4:0f, , -91, 
---, 0, 0, 72:fe:81:8a:63:a5, , -93, 12
19/07/2026 18:11:31, -15826386, -47987188, d4:b8:a3:d2:f1:7c, , -96, 
19/07/2026 18:11:31, -15826386, -47987188, f8:5a:86:26:f5:35, , -89, 
19/07/2026 18:11:31, -15826386, -47987188, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 18:11:34, -15826390, -47987177, ef:d6:e9:45:be:57, , -95, 
19/07/2026 18:11:39, -15826391, -47987181, cd:47:dd:20:e5:b3, , -97, 
19/07/2026 18:11:40, -15826392, -47987184, 65:98:d6:b3:1e:15, , -100, 12
19/07/2026 18:11:43, -15826392, -47987191, 58:6e:57:60:45:8f, , -95, 
19/07/2026 18:11:44, -15826391, -47987194, 6a:a1:69:00:37:1e, , -97, 
19/07/2026 18:11:53, -15826391, -47987226, eb:53:5c:51:1e:7c, , -102, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -89, 11
---, 0, 0, 1a:d4:fa:7c:11:60, , -96, 
19/07/2026 18:12:09, -15826398, -47987182, d4:b8:a3:d2:f1:7c, , -92, 
19/07/2026 18:12:09, -15826398, -47987182, 72:fe:81:8a:63:a5, , -96, 12
19/07/2026 18:12:09, -15826398, -47987182, f8:5a:86:26:f5:35, , -88, 
19/07/2026 18:12:09, -15826398, -47987182, 3f:93:53:a3:55:20, , -87, 
19/07/2026 18:12:09, -15826398, -47987182, 2d:c4:80:c3:d4:0f, , -86, 
19/07/2026 18:12:09, -15826398, -47987182, 69:f2:cb:2c:c6:95, , -101, 
19/07/2026 18:12:11, -15826398, -47987185, ef:d6:e9:45:be:57, , -94, 
19/07/2026 18:12:12, -15826399, -47987187, 09:fe:69:54:71:c6, , -95, 
19/07/2026 18:12:14, -15826400, -47987187, 4a:be:44:69:28:06, , -102, 
19/07/2026 18:12:25, -15826406, -47987156, 7f:e8:4f:bf:49:ab, , -99, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -88, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, 7c:99:5d:ce:6c:01, , -98, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
---, 0, 0, 72:fe:81:8a:63:a5, , -89, 12
---, 0, 0, ef:d6:e9:45:be:57, , -95, 
---, 0, 0, 3f:93:53:a3:55:20, , -94, 
---, 0, 0, 2d:c4:80:c3:d4:0f, , -95, 
19/07/2026 18:12:48, -15826400, -47987200, 66:f4:6e:c0:f6:f6, , -88, 11
19/07/2026 18:12:50, -15826400, -47987199, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:12:50, -15826400, -47987199, f8:5a:86:26:f5:35, , -89, 
19/07/2026 18:12:50, -15826400, -47987199, eb:53:5c:51:1e:7c, , -103, 
19/07/2026 18:12:50, -15826400, -47987199, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
19/07/2026 18:12:50, -15826400, -47987199, 09:fe:69:54:71:c6, , -92, 
19/07/2026 18:12:53, -15826398, -47987196, 66:1c:f8:e7:f5:49, , -100, 
19/07/2026 18:12:58, -15826391, -47987184, 21:4a:53:57:a0:28, , -98, 
19/07/2026 18:12:59, -15826390, -47987183, 65:98:d6:b3:1e:15, , -98, 12
19/07/2026 18:13:15, -15826375, -47987162, 4e:94:f4:31:08:58, , -95, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -82, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -86, 
---, 0, 0, 3f:93:53:a3:55:20, , -94, 
---, 0, 0, ef:d6:e9:45:be:57, , -90, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -91, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -91, 11
---, 0, 0, d4:b8:a3:d2:f1:7c, , -95, 
19/07/2026 18:13:26, -15826388, -47987126, 70:19:57:28:b2:93, , -100, 
19/07/2026 18:13:26, -15826388, -47987126, 72:fe:81:8a:63:a5, , -94, 12
19/07/2026 18:13:26, -15826388, -47987126, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:13:26, -15826388, -47987126, 73:7a:3d:80:4f:18, , -95, 
19/07/2026 18:13:26, -15826388, -47987126, 2d:c4:80:c3:d4:0f, , -91, 
19/07/2026 18:13:26, -15826388, -47987126, 07:a3:7f:7e:1a:03, , -91, 
19/07/2026 18:13:27, -15826388, -47987123, f8:5a:86:26:f5:35, , -94, 
19/07/2026 18:13:29, -15826388, -47987129, 0a:9d:bc:60:18:32, , -88, 
19/07/2026 18:13:30, -15826388, -47987133, 36:9b:75:0e:15:30, , -90, 
19/07/2026 18:13:32, -15826391, -47987131, 65:98:d6:b3:1e:15, , -97, 12
19/07/2026 18:13:35, -15826391, -47987125, 74:2e:7e:8b:00:fe, , -90, 
19/07/2026 18:13:36, -15826391, -47987123, 27:21:a8:9d:d7:be, , -86, 
19/07/2026 18:13:36, -15826391, -47987123, 39:93:63:32:33:fd, , -93, 
19/07/2026 18:13:37, -15826391, -47987125, 5d:0d:56:b1:41:c2, , -98, 
19/07/2026 18:13:43, -15826387, -47987141, eb:53:5c:51:1e:7c, , -96, 
19/07/2026 18:13:45, -15826385, -47987147, 72:ca:d8:f4:84:8d, , -99, 12
19/07/2026 18:13:50, -15826382, -47987153, 6e:9a:06:63:b8:32, , -99, 
19/07/2026 18:13:50, -15826382, -47987153, 60:2e:59:ab:57:ac, , -98, 12
---, 0, 0, 7d:a5:66:86:6b:78, , -98, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -90, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -77, 
---, 0, 0, 39:93:63:32:33:fd, , -89, 
---, 0, 0, 07:a3:7f:7e:1a:03, , -90, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -82, 
---, 0, 0, 27:21:a8:9d:d7:be, , -88, 
---, 0, 0, 72:fe:81:8a:63:a5, , -94, 12
---, 0, 0, d4:b8:a3:d2:f1:7c, , -92, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -88, 11
---, 0, 0, f8:5a:86:26:f5:35, , -90, 
19/07/2026 18:14:04, -15826390, -47987170, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
19/07/2026 18:14:04, -15826390, -47987170, a0:92:08:60:9c:52, TY, -95, 
19/07/2026 18:14:06, -15826391, -47987171, ef:d6:e9:45:be:57, , -91, 
19/07/2026 18:14:12, -15826389, -47987172, 23:0f:e6:2b:2b:e0, , -93, 
19/07/2026 18:14:13, -15826389, -47987172, 72:ca:d8:f4:84:8d, , -101, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -76, 
---, 0, 0, ef:d6:e9:45:be:57, , -91, 
---, 0, 0, 1a:d4:fa:7c:11:60, , -93, 
---, 0, 0, 66:f4:6e:c0:f6:f6, , -90, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, 27:21:a8:9d:d7:be, , -95, 
---, 0, 0, 39:93:63:32:33:fd, , -93, 
---, 0, 0, f8:5a:86:26:f5:35, , -94, 
---, 0, 0, 07:a3:7f:7e:1a:03, , -87, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
19/07/2026 18:14:43, -15826376, -47987161, cd:31:5a:df:11:30, , -101, 
19/07/2026 18:14:44, -15826375, -47987159, d4:b8:a3:d2:f1:7c, , -90, 
