---, 0, 0, 1f:0e:12:df:e4:32, , -93, 
19/07/2026 18:42:22, -15826394, -47987116, ca:9a:16:e7:97:8d, , -92, 
19/07/2026 18:42:22, -15826394, -47987116, c8:12:c0:03:f4:5d, , -92, 
19/07/2026 18:42:22, -15826394, -47987116, dd:c0:c0:07:35:9d, , -94, 
19/07/2026 18:42:23, -15826395, -47987109, e3:90:05:5b:22:c9, , -96, 
19/07/2026 18:42:24, -15826396, -47987103, ce:85:d6:41:a8:18, , -96, 
19/07/2026 18:42:26, -15826395, -47987094, 2f:55:8a:c1:99:1a, , -103, 
19/07/2026 18:42:31, -15826393, -47987079, 31:3a:0c:cd:61:96, , -96, 
19/07/2026 18:42:40, -15826397, -47987093, c0:77:6d:1c:47:c5, , -101, 
19/07/2026 18:42:49, -15826400, -47987097, 51:94:0c:b5:95:62, , -97, 12
---, 0, 0, dd:c0:c0:07:35:9d, , -94, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -79, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -69, 
---, 0, 0, 78:2c:d8:d9:88:a6, , -90, 12
---, 0, 0, 51:94:0c:b5:95:62, , -93, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -96, 11
---, 0, 0, 09:f3:a6:89:29:41, , -94, 
---, 0, 0, e3:90:05:5b:22:c9, , -95, 
19/07/2026 18:42:54, -15826399, -47987127, 57:48:f8:45:47:fd, , -93, 12
19/07/2026 18:42:54, -15826399, -47987127, c8:12:c0:03:f4:5d, , -94, 
19/07/2026 18:42:55, -15826398, -47987133, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
19/07/2026 18:42:56, -15826398, -47987135, 2f:55:8a:c1:99:1a, , -102, 
19/07/2026 18:42:56, -15826398, -47987135, ca:9a:16:e7:97:8d, , -94, 
19/07/2026 18:42:59, -15826396, -47987132, ce:85:d6:41:a8:18, , -97, 
---, 0, 0, 78:2c:d8:d9:88:a6, , -94, 12
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -81, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
---, 0, 0, ca:9a:16:e7:97:8d, , -96, 
19/07/2026 18:43:26, -15826383, -47987192, c8:12:c0:03:f4:5d, , -89, 
19/07/2026 18:43:26, -15826383, -47987192, 09:f3:a6:89:29:41, , -99, 
19/07/2026 18:43:26, -15826383, -47987192, dd:c0:c0:07:35:9d, , -95, 
19/07/2026 18:43:26, -15826383, -47987192, 57:48:f8:45:47:fd, , -89, 12
19/07/2026 18:43:27, -15826380, -47987192, e3:90:05:5b:22:c9, , -96, 
19/07/2026 18:43:28, -15826380, -47987196, 7c:c5:bb:6b:ee:f7, , -93, 11
19/07/2026 18:43:33, -15826373, -47987174, ce:85:d6:41:a8:18, , -95, 
19/07/2026 18:43:35, -15826367, -47987176, 52:66:ab:31:b0:c6, , -84, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -81, 
---, 0, 0, ca:9a:16:e7:97:8d, , -89, 
---, 0, 0, 09:f3:a6:89:29:41, , -97, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -68, 
---, 0, 0, 78:2c:d8:d9:88:a6, , -90, 12
---, 0, 0, 57:48:f8:45:47:fd, , -88, 12
19/07/2026 18:43:59, -15826373, -47987200, dd:c0:c0:07:35:9d, , -80, 
19/07/2026 18:43:59, -15826373, -47987200, 7c:c5:bb:6b:ee:f7, , -90, 11
19/07/2026 18:43:59, -15826373, -47987200, 29:df:c9:b3:51:12, , -94, 
19/07/2026 18:43:59, -15826373, -47987200, 1a:a9:19:9b:74:27, , -95, 
19/07/2026 18:44:00, -15826372, -47987205, c8:12:c0:03:f4:5d, , -88, 
19/07/2026 18:44:01, -15826372, -47987201, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 18:44:03, -15826374, -47987183, ce:85:d6:41:a8:18, , -90, 
19/07/2026 18:44:03, -15826374, -47987183, e3:90:05:5b:22:c9, , -95, 
19/07/2026 18:44:25, -15826379, -47987171, 43:1c:fd:d4:3c:ea, , -97, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -79, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -77, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -70, 
---, 0, 0, c8:12:c0:03:f4:5d, , -93, 
---, 0, 0, dd:c0:c0:07:35:9d, , -85, 
---, 0, 0, 57:48:f8:45:47:fd, , -91, 12
19/07/2026 18:44:31, -15826381, -47987174, ce:85:d6:41:a8:18, , -95, 
19/07/2026 18:44:31, -15826381, -47987174, 09:f3:a6:89:29:41, , -96, 
19/07/2026 18:44:31, -15826381, -47987174, e3:90:05:5b:22:c9, , -94, 
19/07/2026 18:44:31, -15826381, -47987174, 7c:c5:bb:6b:ee:f7, , -97, 11
19/07/2026 18:44:31, -15826381, -47987174, ca:9a:16:e7:97:8d, , -82, 
19/07/2026 18:44:32, -15826380, -47987171, cb:28:15:79:72:90, Amazfit GTR 2, -94, 
19/07/2026 18:44:35, -15826379, -47987170, 29:df:c9:b3:51:12, , -97, 
19/07/2026 18:44:37, -15826380, -47987164, 2f:55:8a:c1:99:1a, , -97, 
19/07/2026 18:44:41, -15826383, -47987146, 08:27:02:05:23:10, , -99, 
19/07/2026 18:44:59, -15826384, -47987170, d4:8d:7a:3e:84:c7, , -92, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, 57:48:f8:45:47:fd, , -95, 12
---, 0, 0, dd:c0:c0:07:35:9d, , -84, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -81, 12
---, 0, 0, 29:2c:be:8f:33:06, , -98, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -94, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -99, 
19/07/2026 18:45:04, -15826386, -47987160, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 18:45:04, -15826386, -47987160, e5:f6:ed:61:fb:31, , -82, 
19/07/2026 18:45:06, -15826388, -47987164, cd:57:9e:95:5d:dd, , -90, 
19/07/2026 18:45:07, -15826388, -47987169, 08:27:02:05:23:10, , -99, 
19/07/2026 18:45:07, -15826388, -47987169, e3:90:05:5b:22:c9, , -96, 
19/07/2026 18:45:08, -15826387, -47987163, 27:c2:d1:51:ba:bd, , -92, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -75, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -82, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -80, 
---, 0, 0, 57:48:f8:45:47:fd, , -95, 12
---, 0, 0, e3:90:05:5b:22:c9, , -95, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -88, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -90, 11
---, 0, 0, 29:2c:be:8f:33:06, , -95, 
19/07/2026 18:45:36, -15826382, -47987161, e5:f6:ed:61:fb:31, , -83, 
19/07/2026 18:45:36, -15826382, -47987161, cd:57:9e:95:5d:dd, , -95, 
19/07/2026 18:45:36, -15826382, -47987161, dd:c0:c0:07:35:9d, , -84, 
19/07/2026 18:45:38, -15826378, -47987161, d4:8d:7a:3e:84:c7, , -90, 
19/07/2026 18:46:04, -15826373, -47987142, 27:c2:d1:51:ba:bd, , -96, 
---, 0, 0, 57:48:f8:45:47:fd, , -91, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -83, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -87, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -88, 11
---, 0, 0, e3:90:05:5b:22:c9, , -96, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -78, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 29:2c:be:8f:33:06, , -97, 
---, 0, 0, e5:f6:ed:61:fb:31, , -83, 
19/07/2026 18:46:09, -15826364, -47987147, dd:c0:c0:07:35:9d, , -91, 
19/07/2026 18:46:10, -15826366, -47987143, e0:c3:cb:31:c5:30, , -103, 
19/07/2026 18:46:11, -15826369, -47987139, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 18:46:12, -15826369, -47987136, cd:57:9e:95:5d:dd, , -95, 
19/07/2026 18:46:17, -15826364, -47987139, 51:94:0c:b5:95:62, , -99, 12
19/07/2026 18:46:19, -15826362, -47987142, 2f:55:8a:c1:99:1a, , -101, 
19/07/2026 18:46:24, -15826357, -47987150, d7:c7:f3:8a:f0:c5, , -95, 
19/07/2026 18:46:24, -15826357, -47987150, 08:27:02:05:23:10, , -100, 
19/07/2026 18:46:30, -15826358, -47987144, c7:bd:ed:48:c3:3b, , -100, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -85, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -78, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -91, 11
---, 0, 0, e5:f6:ed:61:fb:31, , -76, 
---, 0, 0, 51:94:0c:b5:95:62, , -101, 12
---, 0, 0, cd:57:9e:95:5d:dd, , -87, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -86, 12
---, 0, 0, 57:48:f8:45:47:fd, , -87, 12
---, 0, 0, dd:c0:c0:07:35:9d, , -87, 
19/07/2026 18:46:42, -15826366, -47987152, d7:c7:f3:8a:f0:c5, , -101, 
19/07/2026 18:46:43, -15826366, -47987153, cb:28:15:79:72:90, Amazfit GTR 2, -94, 
19/07/2026 18:46:45, -15826366, -47987154, 2f:55:8a:c1:99:1a, , -99, 
19/07/2026 18:46:50, -15826374, -47987147, d4:8d:7a:3e:84:c7, , -94, 
19/07/2026 18:46:51, -15826376, -47987147, 29:2c:be:8f:33:06, , -98, 
19/07/2026 18:46:52, -15826377, -47987146, e0:c3:cb:31:c5:30, , -99, 
---, 0, 0, 29:2c:be:8f:33:06, , -96, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -80, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -72, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -85, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -93, 11
---, 0, 0, 57:48:f8:45:47:fd, , -96, 12
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -90, 
19/07/2026 18:47:14, -15826355, -47987176, d4:8d:7a:3e:84:c7, , -92, 
19/07/2026 18:47:14, -15826355, -47987176, e5:f6:ed:61:fb:31, , -84, 
19/07/2026 18:47:14, -15826355, -47987176, cd:57:9e:95:5d:dd, , -98, 
19/07/2026 18:47:15, -15826354, -47987178, 2f:55:8a:c1:99:1a, , -98, 
19/07/2026 18:47:16, -15826354, -47987180, d7:c7:f3:8a:f0:c5, , -98, 
19/07/2026 18:47:17, -15826354, -47987183, dd:c0:c0:07:35:9d, , -85, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -90, 11
---, 0, 0, 43:1c:fd:d4:3c:ea, , -75, 12
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -88, 
---, 0, 0, 29:2c:be:8f:33:06, , -96, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -89, 
19/07/2026 18:47:47, -15826369, -47987185, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -70, 
19/07/2026 18:47:47, -15826369, -47987185, e5:f6:ed:61:fb:31, , -93, 
19/07/2026 18:47:47, -15826369, -47987185, dd:c0:c0:07:35:9d, , -81, 
19/07/2026 18:47:48, -15826370, -47987186, 2f:55:8a:c1:99:1a, , -99, 
19/07/2026 18:47:48, -15826370, -47987186, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:47:50, -15826372, -47987185, d7:c7:f3:8a:f0:c5, , -97, 
19/07/2026 18:47:56, -15826368, -47987184, e1:13:6b:1a:d6:cc, BYD BLE3, -98, 
19/07/2026 18:47:56, -15826368, -47987184, e0:c3:cb:31:c5:30, , -97, 
19/07/2026 18:47:58, -15826366, -47987187, 51:94:0c:b5:95:62, , -97, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -83, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -73, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -88, 11
---, 0, 0, d4:8d:7a:3e:84:c7, , -87, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
---, 0, 0, 2f:55:8a:c1:99:1a, , -97, 
---, 0, 0, 29:2c:be:8f:33:06, , -92, 
---, 0, 0, d7:c7:f3:8a:f0:c5, , -97, 
19/07/2026 18:48:19, -15826361, -47987184, e5:f6:ed:61:fb:31, , -79, 
19/07/2026 18:48:19, -15826361, -47987184, da:e0:19:bb:99:c0, , -91, 
19/07/2026 18:48:29, -15826375, -47987161, 40:d3:b9:dc:8e:13, , -101, 12
19/07/2026 18:48:31, -15826376, -47987160, 27:c2:d1:51:ba:bd, , -98, 
19/07/2026 18:48:31, -15826376, -47987160, 51:94:0c:b5:95:62, , -98, 12
19/07/2026 18:48:32, -15826376, -47987160, 08:27:02:05:23:10, , -98, 
19/07/2026 18:48:36, -15826380, -47987160, 16:4e:3d:c6:ba:40, , -99, 
19/07/2026 18:48:39, -15826382, -47987158, cd:57:9e:95:5d:dd, , -94, 
19/07/2026 18:48:47, -15826383, -47987158, 3d:48:fe:a3:be:d7, , -101, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -84, 
---, 0, 0, 2a:49:82:ab:85:53, , -98, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -86, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -81, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -87, 
---, 0, 0, e5:f6:ed:61:fb:31, , -85, 
---, 0, 0, 29:2c:be:8f:33:06, , -97, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -85, 11
19/07/2026 18:48:52, -15826391, -47987167, da:e0:19:bb:99:c0, , -93, 
19/07/2026 18:48:52, -15826391, -47987167, 3d:48:fe:a3:be:d7, , -96, 
19/07/2026 18:48:52, -15826391, -47987167, d4:8d:7a:3e:84:c7, , -89, 
19/07/2026 18:48:53, -15826392, -47987171, 40:d3:b9:dc:8e:13, , -97, 12
19/07/2026 18:48:53, -15826392, -47987171, 16:4e:3d:c6:ba:40, , -99, 
19/07/2026 18:48:54, -15826394, -47987174, d7:c7:f3:8a:f0:c5, , -98, 
19/07/2026 18:49:13, -15826400, -47987209, cd:57:9e:95:5d:dd, , -96, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -87, 
---, 0, 0, e5:f6:ed:61:fb:31, , -83, 
---, 0, 0, 29:2c:be:8f:33:06, , -95, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -84, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -88, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
---, 0, 0, 51:94:0c:b5:95:62, , -100, 12
---, 0, 0, da:e0:19:bb:99:c0, , -92, 
19/07/2026 18:49:24, -15826414, -47987249, 16:4e:3d:c6:ba:40, , -100, 
19/07/2026 18:49:24, -15826414, -47987249, d7:c7:f3:8a:f0:c5, , -101, 
19/07/2026 18:49:24, -15826414, -47987249, 3d:48:fe:a3:be:d7, , -98, 
19/07/2026 18:49:25, -15826415, -47987254, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:49:26, -15826415, -47987259, d4:8d:7a:3e:84:c7, , -85, 
19/07/2026 18:49:27, -15826414, -47987264, 40:d3:b9:dc:8e:13, , -92, 12
19/07/2026 18:49:28, -15826414, -47987268, cd:57:9e:95:5d:dd, , -94, 
19/07/2026 18:49:31, -15826413, -47987281, 2a:49:82:ab:85:53, , -98, 
19/07/2026 18:49:43, -15826422, -47987291, 42:58:33:fc:44:fe, , -99, 8
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -93, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -77, 12
---, 0, 0, da:e0:19:bb:99:c0, , -84, 
---, 0, 0, 16:4e:3d:c6:ba:40, , -97, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -91, 11
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -71, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -90, 
19/07/2026 18:49:57, -15826424, -47987296, c4:a6:18:e5:95:dc, , -100, 
19/07/2026 18:49:57, -15826424, -47987296, 40:d3:b9:dc:8e:13, , -96, 12
19/07/2026 18:49:57, -15826424, -47987296, 29:2c:be:8f:33:06, , -101, 
19/07/2026 18:49:57, -15826424, -47987296, e5:f6:ed:61:fb:31, , -80, 
19/07/2026 18:49:57, -15826424, -47987296, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:49:59, -15826424, -47987300, cd:57:9e:95:5d:dd, , -95, 
19/07/2026 18:49:59, -15826424, -47987300, 2a:49:82:ab:85:53, , -98, 
19/07/2026 18:50:04, -15826431, -47987329, d7:c7:f3:8a:f0:c5, , -95, 
19/07/2026 18:50:08, -15826432, -47987361, 51:94:0c:b5:95:62, , -96, 12
19/07/2026 18:50:15, -15826429, -47987378, 3d:48:fe:a3:be:d7, , -101, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -91, 11
---, 0, 0, 29:2c:be:8f:33:06, , -98, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -90, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -75, 12
---, 0, 0, d4:8d:7a:3e:84:c7, , -79, 
---, 0, 0, 16:4e:3d:c6:ba:40, , -97, 
19/07/2026 18:50:29, -15826437, -47987368, e5:f6:ed:61:fb:31, , -74, 
19/07/2026 18:50:29, -15826437, -47987368, da:e0:19:bb:99:c0, , -94, 
19/07/2026 18:50:30, -15826435, -47987365, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -81, 
19/07/2026 18:50:32, -15826430, -47987358, d7:c7:f3:8a:f0:c5, , -95, 
19/07/2026 18:50:39, -15826405, -47987307, 40:d3:b9:dc:8e:13, , -94, 12
19/07/2026 18:50:39, -15826405, -47987307, cd:57:9e:95:5d:dd, , -100, 
19/07/2026 18:50:43, -15826399, -47987292, 01:97:39:82:2f:97, , -97, 
19/07/2026 18:50:43, -15826399, -47987292, 33:7a:7e:2f:ae:34, , -96, 
---, 0, 0, 29:2c:be:8f:33:06, , -94, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -87, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -80, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -88, 12
19/07/2026 18:51:02, -15826414, -47987251, 7c:c5:bb:6b:ee:f7, , -88, 11
19/07/2026 18:51:02, -15826414, -47987251, 16:4e:3d:c6:ba:40, , -98, 
19/07/2026 18:51:02, -15826414, -47987251, d4:8d:7a:3e:84:c7, , -87, 
19/07/2026 18:51:02, -15826414, -47987251, e5:f6:ed:61:fb:31, , -76, 
19/07/2026 18:51:03, -15826414, -47987246, d7:c7:f3:8a:f0:c5, , -99, 
19/07/2026 18:51:04, -15826413, -47987240, da:e0:19:bb:99:c0, , -97, 
19/07/2026 18:51:04, -15826413, -47987240, 40:d3:b9:dc:8e:13, , -98, 12
19/07/2026 18:51:07, -15826408, -47987233, 0b:c5:5f:a0:4a:c9, , -97, 
19/07/2026 18:51:12, -15826407, -47987236, 17:45:68:d1:9d:50, , -96, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -83, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -86, 11
---, 0, 0, d4:8d:7a:3e:84:c7, , -76, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -86, 
19/07/2026 18:51:34, -15826392, -47987153, e5:f6:ed:61:fb:31, , -77, 
19/07/2026 18:51:35, -15826381, -47987136, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
19/07/2026 18:51:35, -15826381, -47987136, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:51:35, -15826381, -47987136, da:e0:19:bb:99:c0, , -83, 
19/07/2026 18:51:37, -15826370, -47987104, 40:d3:b9:dc:8e:13, , -96, 12
19/07/2026 18:51:39, -15826376, -47987088, d7:c7:f3:8a:f0:c5, , -99, 
19/07/2026 18:51:39, -15826376, -47987088, 0b:c5:5f:a0:4a:c9, , -96, 
19/07/2026 18:51:40, -15826379, -47987088, 16:4e:3d:c6:ba:40, , -102, 
19/07/2026 18:51:42, -15826387, -47987096, 17:45:68:d1:9d:50, , -97, 
19/07/2026 18:51:45, -15826383, -47987093, 51:94:0c:b5:95:62, , -101, 12
19/07/2026 18:51:45, -15826383, -47987093, cd:57:9e:95:5d:dd, , -91, 
19/07/2026 18:51:48, -15826385, -47987098, 29:2c:be:8f:33:06, , -98, 
19/07/2026 18:51:56, -15826383, -47987121, e0:c3:cb:31:c5:30, , -100, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -87, 
---, 0, 0, 29:2c:be:8f:33:06, , -96, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -79, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -75, 11
---, 0, 0, da:e0:19:bb:99:c0, , -90, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
---, 0, 0, 16:4e:3d:c6:ba:40, , -98, 
19/07/2026 18:52:07, -15826382, -47987152, e5:f6:ed:61:fb:31, , -83, 
19/07/2026 18:52:07, -15826382, -47987152, d7:c7:f3:8a:f0:c5, , -95, 
19/07/2026 18:52:07, -15826382, -47987152, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -97, 
19/07/2026 18:52:07, -15826382, -47987152, d4:8d:7a:3e:84:c7, , -84, 
19/07/2026 18:52:09, -15826378, -47987157, 0b:c5:5f:a0:4a:c9, , -99, 
19/07/2026 18:52:10, -15826379, -47987160, 17:45:68:d1:9d:50, , -100, 
19/07/2026 18:52:10, -15826379, -47987160, 40:d3:b9:dc:8e:13, , -98, 12
19/07/2026 18:52:27, -15826325, -47987170, cd:57:9e:95:5d:dd, , -94, 
---, 0, 0, da:e0:19:bb:99:c0, , -84, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -74, 12
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -78, 11
---, 0, 0, 29:2c:be:8f:33:06, , -94, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
---, 0, 0, 04:e4:b6:fc:42:ca, 50" Crystal UHD, -87, 
---, 0, 0, 40:d3:b9:dc:8e:13, , -99, 12
---, 0, 0, e5:f6:ed:61:fb:31, , -75, 
---, 0, 0, 16:4e:3d:c6:ba:40, , -98, 
19/07/2026 18:52:39, -15826310, -47987176, cd:57:9e:95:5d:dd, , -99, 
19/07/2026 18:52:39, -15826310, -47987176, d4:8d:7a:3e:84:c7, , -80, 
19/07/2026 18:52:40, -15826320, -47987171, d7:c7:f3:8a:f0:c5, , -95, 
19/07/2026 18:52:44, -15826378, -47987151, cb:28:15:79:72:90, Amazfit GTR 2, -93, 
19/07/2026 18:52:52, -15826404, -47987108, 17:45:68:d1:9d:50, , -95, 
19/07/2026 18:52:57, -15826415, -47987088, 0b:c5:5f:a0:4a:c9, , -99, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -73, 12
---, 0, 0, 04:e4:b6:fc:42:ca, , -86, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -75, 11
---, 0, 0, 29:2c:be:8f:33:06, , -93, 
---, 0, 0, e5:f6:ed:61:fb:31, , -72, 
---, 0, 0, d7:c7:f3:8a:f0:c5, , -97, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
---, 0, 0, cb:28:15:79:72:90, Amazfit GTR 2, -89, 
19/07/2026 18:53:12, -15826416, -47987132, d4:8d:7a:3e:84:c7, , -87, 
19/07/2026 18:53:12, -15826416, -47987132, da:e0:19:bb:99:c0, , -87, 
19/07/2026 18:53:12, -15826416, -47987132, 16:4e:3d:c6:ba:40, , -99, 
19/07/2026 18:53:20, -15826437, -47987150, 40:d3:b9:dc:8e:13, , -99, 12
19/07/2026 18:53:34, -15826443, -47987160, 6b:c8:69:77:98:83, , -83, 11
19/07/2026 18:53:34, -15826443, -47987160, 63:75:42:13:36:11, , -91, 
19/07/2026 18:53:37, -15826447, -47987164, 39:21:b6:bd:df:19, , -96, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -78, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -92, 
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -76, 
---, 0, 0, 63:75:42:13:36:11, , -93, 
---, 0, 0, cd:57:9e:95:5d:dd, , -101, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -78, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -74, 12
19/07/2026 18:53:44, -15826448, -47987165, 39:21:b6:bd:df:19, , -96, 
19/07/2026 18:53:44, -15826448, -47987165, e5:f6:ed:61:fb:31, , -87, 
19/07/2026 18:53:46, -15826450, -47987165, cb:28:15:79:72:90, Amazfit GTR 2, -92, 
19/07/2026 18:53:48, -15826451, -47987163, 16:4e:3d:c6:ba:40, , -100, 
19/07/2026 18:53:54, -15826451, -47987177, 40:d3:b9:dc:8e:13, , -96, 12
19/07/2026 18:53:59, -15826450, -47987179, da:e0:19:bb:99:c0, , -100, 
19/07/2026 18:54:00, -15826450, -47987181, 6b:c8:69:77:98:83, , -92, 11
---, 0, 0, 04:e4:b6:fc:42:ca, , -88, 
---, 0, 0, 7c:c5:bb:6b:ee:f7, , -78, 11
---, 0, 0, 43:1c:fd:d4:3c:ea, , -71, 12
---, 0, 0, 39:21:b6:bd:df:19, , -96, 
---, 0, 0, d4:8d:7a:3e:84:c7, , -91, 
---, 0, 0, 16:4e:3d:c6:ba:40, , -98, 
---, 0, 0, 40:d3:b9:dc:8e:13, , -97, 12
---, 0, 0, 6b:c8:69:77:98:83, , -88, 11
19/07/2026 18:54:17, -15826423, -47987160, e5:f6:ed:61:fb:31, , -72, 
19/07/2026 18:54:17, -15826423, -47987160, cb:28:15:79:72:90, Amazfit GTR 2, -91, 
19/07/2026 18:54:17, -15826423, -47987160, da:e0:19:bb:99:c0, , -90, 
19/07/2026 18:54:17, -15826423, -47987160, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -75, 
19/07/2026 18:54:19, -15826421, -47987163, 20:4b:8a:f1:8f:ae, , -96, 
19/07/2026 18:54:21, -15826419, -47987169, cd:57:9e:95:5d:dd, , -95, 
19/07/2026 18:54:45, -15826429, -47987171, d7:c7:f3:8a:f0:c5, , -98, 
---, 0, 0, 43:1c:fd:d4:3c:ea, , -69, 12
---, 0, 0, 10:2b:41:d5:cb:90, [TV] Samsung AU7700 43 TV, -74, 
---, 0, 0, 04:e4:b6:fc:42:ca, , -77, 
---, 0, 0, 40:d3:b9:dc:8e:13, , -101, 12
